House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,Invernesscharm Avenue,Sian,Riley,59,Lodger,Divorced,Female,Adult nurse,None,None
10,Invernesscharm Avenue,Darren,Armstrong,39,Lodger,Single,Male,"Designer, television/film set",None,Methodist
10,Invernesscharm Avenue,Abigail,Arnold,52,Lodger,Single,Female,Theatre manager,Unknown Infection,Christian
11,Invernesscharm Avenue,Harry,Hall,49,Head,Married,Male,Personal assistant,None,Catholic
11,Invernesscharm Avenue,Samantha,Hall,46,Wife,Married,Female,Merchant navy officer,None,Catholic
11,Invernesscharm Avenue,Natalie,Hall,14,Daughter,NA,Female,Student,None,NA
11,Invernesscharm Avenue,Lawrence,Hall,12,Son,NA,Male,Student,None,NA
11,Invernesscharm Avenue,Frances,Hall,9,Daughter,NA,Female,Student,Physical Disability,NA
12,Invernesscharm Avenue,Stacey,Bowen,52,Head,Married,Female,"Engineer, civil (contracting)",None,None
12,Invernesscharm Avenue,Justin,Bowen,50,Husband,Married,Male,Unemployed,None,None
13,Invernesscharm Avenue,Gillian,Morgan,34,Head,Married,Female,"Accountant, chartered certified",None,Catholic
13,Invernesscharm Avenue,Benjamin,Morgan,35,Husband,Married,Male,Chiropodist,None,Catholic
13,Invernesscharm Avenue,Charlene,Morgan,10,Daughter,NA,Female,Student,None,NA
13,Invernesscharm Avenue,Gerard,Morgan,8,Son,NA,Male,Student,None,NA
13,Invernesscharm Avenue,Brett,Morgan,6,Son,NA,Male,Student,None,NA
14,Invernesscharm Avenue,Nicole,Turner,43,Head,Married,Female,Fisheries officer,None,Catholic
14,Invernesscharm Avenue,Glen,Turner,43,Husband,Married,Male,"Research officer, government",None,None
14,Invernesscharm Avenue,Donald,Turner,17,Son,NA,Male,Student,None,NA
14,Invernesscharm Avenue,Sophie,Turner,15,Daughter,NA,Female,Student,None,NA
14,Invernesscharm Avenue,Yvonne,Burrows,12,Daughter,NA,Female,Student,None,NA
15,Invernesscharm Avenue,Ricky,Howard,62,Head,Married,Male,Public relations officer,None,Christian
15,Invernesscharm Avenue,Nicole,Howard,63,Wife,Married,Female,"Administrator, sports",None,None
15,Invernesscharm Avenue,Lydia,Howard,25,Daughter,Divorced,Female,Geochemist,None,Christian
15,Invernesscharm Avenue,Susan,Howard,21,Daughter,Divorced,Female,University Student,None,None
15,Invernesscharm Avenue,Peter,Howard,20,Son,Single,Male,University Student,None,Christian
15,Invernesscharm Avenue,Cameron,Howard,19,Son,Single,Male,University Student,None,Christian
15,Invernesscharm Avenue,Denis,Walker-Howard,19,Son,Divorced,Male,University Student,None,None
15,Invernesscharm Avenue,Sharon,Walker-Howard,16,Daughter,NA,Female,Student,None,NA
15,Invernesscharm Avenue,Joanne,Walker-Howard,16,Daughter,NA,Female,Student,None,NA
15,Invernesscharm Avenue,Sophie,Walker-Howard,16,Daughter,NA,Female,Student,None,NA
15,Invernesscharm Avenue,Jonathan,Walker-Howard,12,Son,NA,Male,Student,None,NA
15,Invernesscharm Avenue,Brandon,Walker-Howard,8,Son,NA,Male,Student,None,NA
16,Invernesscharm Avenue,Gail,Cox,43,Head,Single,Female,Planning and development surveyor,None,None
16,Invernesscharm Avenue,Sheila,Barrett,52,None,Single,Female,Operational researcher,None,Christian
16,Invernesscharm Avenue,Elaine,Berry,41,None,Single,Female,International aid/development worker,None,Catholic
16,Invernesscharm Avenue,Jane,Gibbs,40,None,Single,Female,Unemployed,None,Catholic
16,Invernesscharm Avenue,Kyle,Sims,31,None,Single,Male,Research scientist (medical),None,Methodist
16,Invernesscharm Avenue,Pauline,Kirk,36,None,Single,Female,Camera operator,None,Catholic
16,Invernesscharm Avenue,Deborah,Morrison,24,None,Single,Female,Planning and development surveyor,None,None
16,Invernesscharm Avenue,Terence,George,39,None,Single,Male,Chief Strategy Officer,None,None
16,Invernesscharm Avenue,Charlene,King,24,None,Single,Female,"Education officer, environmental",None,Methodist
16,Invernesscharm Avenue,Cheryl,Ellis,25,None,Single,Female,Theme park manager,None,None
16,Invernesscharm Avenue,Deborah,Finch,54,None,Single,Female,"Solicitor, Scotland",None,Christian
16,Invernesscharm Avenue,Kyle,Cunningham,41,None,Single,Male,"Producer, radio",None,None
17,Invernesscharm Avenue,Christine,Smith,21,Head,Single,Female,University Student,None,Christian
17,Invernesscharm Avenue,Shaun,Buckley,27,None,Single,Male,PhD Student,None,Catholic
17,Invernesscharm Avenue,Maurice,Bradley,22,None,Single,Male,University Student,None,Methodist
17,Invernesscharm Avenue,Philip,Hawkins,19,None,Single,Male,University Student,None,Catholic
17,Invernesscharm Avenue,Gareth,Gilbert,22,None,Single,Male,University Student,None,Methodist
18,Invernesscharm Avenue,Ian,Summers,22,Head,Single,Male,University Student,None,Christian
18,Invernesscharm Avenue,Derek,Nicholls,21,None,Single,Male,University Student,None,None
18,Invernesscharm Avenue,Maria,Webster,19,None,Single,Female,University Student,None,Catholic
18,Invernesscharm Avenue,Jack-Daniel,Byrne,21,None,Single,Male,University Student,None,None
18,Invernesscharm Avenue,Rita,Williams,19,None,Single,Female,University Student,None,Christian
18,Invernesscharm Avenue,Barry,Sanders,19,None,Single,Male,University Student,None,Sikh
18,Invernesscharm Avenue,Gordon,Smith,18,None,Single,Male,University Student,None,Christian
18,Invernesscharm Avenue,Jason,Robinson,21,None,Single,Male,University Student,None,None
19,Invernesscharm Avenue,Jayne,Griffiths,81,Head,Widowed,Female,Unemployed,None,Sikh
19,Invernesscharm Avenue,Jonathan,Watkins-Griffiths,43,Son,Single,Male,Homeopath,None,Sikh
19,Invernesscharm Avenue,Nigel,Watkins-Griffiths,39,Son,Single,Male,Graphic designer,None,Sikh
19,Invernesscharm Avenue,Philip,Owen,36,Son,Single,Male,"Designer, fashion/clothing",None,Sikh
19,Invernesscharm Avenue,Tracy,Owen,27,Daughter,Single,Female,"Civil engineer, consulting",None,None
20,Invernesscharm Avenue,Kayleigh,Barber,44,Head,Single,Female,Human resources officer,None,None
20,Invernesscharm Avenue,Liam,Griffiths,53,None,Single,Male,"Optician, dispensing",None,None
20,Invernesscharm Avenue,Julia,Jennings,50,None,Single,Female,Unemployed,None,None
20,Invernesscharm Avenue,Edward,Chandler,34,None,Single,Male,"Nurse, children's",None,None
20,Invernesscharm Avenue,Alex,Harris,62,None,Single,Male,Television camera operator,None,Christian
21,Invernesscharm Avenue,Amber,Adams,36,Head,Single,Female,Tour manager,Blind,Christian
21,Invernesscharm Avenue,Marian,Adams,5,Daughter,NA,Female,Student,None,NA
21,Invernesscharm Avenue,Gregory,Foster,4,Son,NA,Male,Child,None,NA
21,Invernesscharm Avenue,Francis,Green,35,Lodger,Single,Male,Midwife,None,None
21,Invernesscharm Avenue,Richard,Martin,18,Sibling,Single,Male,Student,None,NA
22,Invernesscharm Avenue,Katie,Collins,40,Head,Married,Female,Chiropodist,None,Catholic
22,Invernesscharm Avenue,Joshua,Collins,41,Husband,Married,Male,Forensic scientist,Mental Disability,Catholic
22,Invernesscharm Avenue,Malcolm,Collins,7,Son,NA,Male,Student,None,NA
22,Invernesscharm Avenue,Adam,Collins,4,Son,NA,Male,Child,None,NA
22,Invernesscharm Avenue,Rachael,Collins,4,Daughter,NA,Female,Child,None,NA
23,Invernesscharm Avenue,Charlene,Greenwood,45,Head,Married,Female,"Conservator, museum/gallery",None,Methodist
23,Invernesscharm Avenue,Terence,Greenwood,47,Husband,Married,Male,Ambulance person,None,None
23,Invernesscharm Avenue,Ellie,Greenwood,24,Daughter,Single,Female,Print production planner,None,None
23,Invernesscharm Avenue,Phillip,Greenwood,22,Son,Single,Male,Theatre manager,None,None
23,Invernesscharm Avenue,Megan,Greenwood,22,Daughter,Single,Female,Phytotherapist,None,Methodist
23,Invernesscharm Avenue,Jade,Greenwood,7,Daughter,NA,Female,Student,None,NA
24,Invernesscharm Avenue,Julia,Johnson-Howells,35,Head,Married,Female,Warden/ranger,None,Christian
24,Invernesscharm Avenue,Ross,Johnson-Howells,37,Husband,Married,Male,"Geologist, engineering",None,Christian
24,Invernesscharm Avenue,Max,Johnson-Howells,7,Son,NA,Male,Student,None,NA
24,Invernesscharm Avenue,Patrick,Johnson-Howells,7,Son,NA,Male,Student,None,NA
24,Invernesscharm Avenue,Kyle,Johnson-Howells,3,Son,NA,Male,Child,None,NA
24,Invernesscharm Avenue,Guy,Smith,24,Lodger,Single,Male,"Programmer, systems",None,None
24,Invernesscharm Avenue,Jake,King,29,Lodger,Divorced,Male,Office manager,None,None
24,Invernesscharm Avenue,Scott,Harrison,30,Lodger,Single,Male,Aid worker,None,None
24,Invernesscharm Avenue,Kimberley,Bell,25,Visitor,Single,Female,Unemployed,None,None
24,Invernesscharm Avenue,Rachel,Payne,43,Lodger,Single,Female,"Surveyor, planning and development",None,None
24,Invernesscharm Avenue,Anthony,Parkes,26,Lodger,Divorced,Male,Biomedical engineer,None,None
24,Invernesscharm Avenue,Sophie,Atkinson,49,Lodger,Single,Female,Orthoptist,None,Methodist
25,Invernesscharm Avenue,Natalie,Allen,34,Head,Divorced,Female,Furniture conservator/restorer,None,None
25,Invernesscharm Avenue,Stacey,Howard,38,Lodger,Single,Female,Actor,None,Christian
25,Invernesscharm Avenue,Karen,Andrews,45,Lodger,Divorced,Female,Television production assistant,None,None
26,Invernesscharm Avenue,Lydia,Stewart,33,Head,Married,Female,Dentist,None,Muslim
26,Invernesscharm Avenue,Craig,Stewart,38,Husband,Married,Male,Print production planner,None,Muslim
26,Invernesscharm Avenue,Bethany,Stewart,10,Daughter,NA,Female,Student,None,NA
26,Invernesscharm Avenue,Daniel,Stewart,6,Son,NA,Male,Student,None,NA
26,Invernesscharm Avenue,Tina,Stewart,3,Daughter,NA,Female,Child,None,NA
26,Invernesscharm Avenue,Cheryl,Jordan,2,Daughter,NA,Female,Child,None,NA
26,Invernesscharm Avenue,Barbara,Jordan,2,Daughter,NA,Female,Child,None,NA
26,Invernesscharm Avenue,Samantha,Hawkins,55,Visitor,Divorced,Female,Commercial art gallery manager,None,Methodist
26,Invernesscharm Avenue,Carl,Rahman,43,Lodger,Single,Male,Risk analyst,None,Christian
26,Invernesscharm Avenue,Stephen,Roberts,32,Lodger,Single,Male,"Designer, television/film set",None,Christian
26,Invernesscharm Avenue,Roger,Barnes,29,Lodger,Single,Male,Unemployed,None,None
26,Invernesscharm Avenue,Marcus,O'Donnell,63,Lodger,Divorced,Male,Market researcher,None,None
27,Invernesscharm Avenue,Jayne,Butler,60,Head,Single,Female,"Designer, furniture",None,Christian
27,Invernesscharm Avenue,Grace,King,33,None,Single,Female,Commercial/residential surveyor,None,Methodist
27,Invernesscharm Avenue,Owen,Davis,53,None,Single,Male,Lexicographer,None,Christian
27,Invernesscharm Avenue,Olivia,Ahmed,49,None,Single,Female,Biomedical engineer,None,Christian
27,Invernesscharm Avenue,Clive,Wilkinson,42,None,Single,Male,"Teacher, English as a foreign language",None,None
1,Ascension Terrace,Kayleigh,Wood,27,Head,Married,Female,Call centre manager,None,None
1,Ascension Terrace,Mark,Wood,28,Husband,Married,Male,Illustrator,None,None
1,Ascension Terrace,Kenneth,Wood,8,Son,NA,Male,Student,None,NA
1,Ascension Terrace,Angela,Wood,7,Daughter,NA,Female,Student,None,NA
2,Ascension Terrace,Roger,Rice,55,Head,Married,Male,Clinical molecular geneticist,None,None
2,Ascension Terrace,Valerie,Rice,54,Wife,Married,Female,Museum/gallery exhibitions officer,None,None
2,Ascension Terrace,Edward,Rice,23,Son,Single,Male,Early years teacher,None,None
2,Ascension Terrace,Joanne,Rice,21,Daughter,Divorced,Female,University Student,None,None
2,Ascension Terrace,Irene,Rice,10,Daughter,NA,Female,Student,None,NA
3,Ascension Terrace,Graeme,Johnson,69,Head,Widowed,Male,"Retired Accountant, chartered certified",None,None
3,Ascension Terrace,Georgina,Johnson,16,Granddaughter,NA,Female,Student,None,NA
3,Ascension Terrace,Clare,Johnson,14,Granddaughter,NA,Female,Student,None,NA
4,Ascension Terrace,Deborah,Murray,29,Head,Married,Female,Field trials officer,None,Muslim
4,Ascension Terrace,Frank,Murray,30,Husband,Married,Male,Magazine journalist,None,Muslim
4,Ascension Terrace,Nathan,Harris,48,Sibling,Divorced,Male,Community pharmacist,None,Methodist
4,Ascension Terrace,Lynn,Simmons,46,Sibling,Divorced,Female,Building control surveyor,None,Catholic
4,Ascension Terrace,Russell,Baker,55,Lodger,Single,Male,Printmaker,None,None
4,Ascension Terrace,Nathan,Adams,37,Lodger,Divorced,Male,Web designer,None,None
5,Ascension Terrace,Neil,Perry,56,Head,Married,Male,Hydrologist,None,Methodist
5,Ascension Terrace,Brenda,Perry,51,Wife,Married,Female,Actor,None,None
5,Ascension Terrace,Jay,Smith-Perry,17,Son,NA,Male,Student,None,NA
5,Ascension Terrace,Denise,Smith-Perry,17,Daughter,NA,Female,Student,None,NA
6,Ascension Terrace,Donna,Blackburn,51,Head,Married,Female,Secretary/administrator,None,None
6,Ascension Terrace,Graeme,Blackburn,50,Husband,Married,Male,"Accountant, chartered",None,None
6,Ascension Terrace,Jeremy,Blackburn,22,Son,Single,Male,University Student,None,None
6,Ascension Terrace,Joanna,Blackburn,19,Daughter,Single,Female,University Student,None,None
7,Ascension Terrace,Megan,Thomson,46,Head,Widowed,Female,Unemployed,None,Catholic
7,Ascension Terrace,Pauline,Thomson,15,Daughter,NA,Female,Student,None,NA
7,Ascension Terrace,Damian,Thomson,9,Son,NA,Male,Student,None,NA
7,Ascension Terrace,Henry,Thomson,5,Adopted Son,NA,Male,Student,None,NA
7,Ascension Terrace,Holly,Thomson,4,Daughter,NA,Female,Child,None,NA
8,Ascension Terrace,Tracey,Brown,51,Head,Married,Female,Food technologist,None,Catholic
8,Ascension Terrace,Terry,Brown,51,Husband,Married,Male,Barrister's clerk,None,Catholic
8,Ascension Terrace,Jill,Brown,25,Daughter,Single,Female,Television camera operator,None,None
8,Ascension Terrace,Lisa,Brown,22,Daughter,Divorced,Female,University Student,None,Catholic
8,Ascension Terrace,Samuel,Thomas-Brown,17,Son,NA,Male,Student,None,NA
8,Ascension Terrace,Julie,Thomas-Brown,13,Daughter,NA,Female,Student,None,NA
9,Ascension Terrace,Nicole,Holmes,28,Head,Married,Female,Associate Professor,None,Christian
9,Ascension Terrace,Neil,Holmes,26,Husband,Married,Male,"Programmer, multimedia",None,Christian
9,Ascension Terrace,Amelia,Holmes,5,Daughter,NA,Female,Student,None,NA
9,Ascension Terrace,Andrew,Holmes,1,Son,NA,Male,Child,None,NA
9,Ascension Terrace,Josh,Brown,53,Sibling,Single,Male,Mental health nurse,None,Christian
10,Ascension Terrace,Amber,Brookes,31,Head,Married,Female,Operational researcher,None,Christian
10,Ascension Terrace,Robert,Brookes,32,Husband,Married,Male,"Programmer, systems",None,None
10,Ascension Terrace,Louis,Brookes,8,Son,NA,Male,Student,None,NA
10,Ascension Terrace,Gerard,Brookes,6,Son,NA,Male,Student,None,NA
11,Ascension Terrace,Geraldine,Edwards,63,Head,Married,Female,"Administrator, Civil Service",None,Christian
11,Ascension Terrace,Dennis,Edwards,65,Husband,Married,Male,Press photographer,None,None
11,Ascension Terrace,Kevin,Edwards,38,Son,Single,Male,Community arts worker,None,Christian
11,Ascension Terrace,Jake,Edwards,35,Son,Single,Male,Financial trader,None,Christian
1,Gibbs Avenue,Shannon,Green,86,Head,Divorced,Female,"Retired Surveyor, building control",None,Christian
2,Gibbs Avenue,Carolyn,Smith,40,Head,Married,Female,Adult nurse,None,Christian
2,Gibbs Avenue,Alan,Smith,45,Husband,Married,Male,Insurance account manager,None,Christian
2,Gibbs Avenue,Malcolm,Smith,12,Son,NA,Male,Student,None,NA
2,Gibbs Avenue,Nicholas,Smith,8,Son,NA,Male,Student,None,NA
3,Gibbs Avenue,Katherine,Burgess,48,Head,Married,Female,"Engineer, production",None,Catholic
3,Gibbs Avenue,Ben,Burgess,51,Husband,Married,Male,Chiropractor,None,None
3,Gibbs Avenue,Michael,Burgess,8,Son,NA,Male,Student,None,NA
3,Gibbs Avenue,Terence,Burgess,8,Son,NA,Male,Student,None,NA
3,Gibbs Avenue,Holly,Dean-Burgess,5,Daughter,NA,Female,Student,None,NA
3,Gibbs Avenue,Charlie,Dean-Burgess,3,Son,NA,Male,Child,None,NA
4,Gibbs Avenue,Joanna,Boyle,56,Head,Married,Female,Energy manager,None,Christian
4,Gibbs Avenue,Christopher,Boyle,57,Husband,Married,Male,"Production designer, theatre/television/film",None,Christian
4,Gibbs Avenue,Marion,Boyle,36,Daughter,Divorced,Female,Mudlogger,None,Christian
4,Gibbs Avenue,Helen,Boyle,31,Daughter,Single,Female,"Scientist, research (medical)",None,None
5,Gibbs Avenue,Jill,O'Donnell,35,Head,Single,Female,Media planner, ,None
5,Gibbs Avenue,Michael,O'Donnell-Begum,42,Partner,Single,Male,Theatre stage manager,None,None
5,Gibbs Avenue,Lewis,O'Donnell-Begum,17,Son,NA,Male,Student,None,NA
5,Gibbs Avenue,Bethany,O'Donnell-Begum,13,Daughter,NA,Female,Student,None,NA
5,Gibbs Avenue,Ashleigh,O'Donnell-Begum,9,Daughter,NA,Female,Student,None,NA
6,Gibbs Avenue,Marion,Jones,66,Head,Single,Female,Unemployed,None,Christian
6,Gibbs Avenue,Sarah,Jones,40,Daughter,Divorced,Female,Marketing executive,None,Christian
6,Gibbs Avenue,Lynne,Jones,37,Daughter,Single,Female,Theatre director,None,None
6,Gibbs Avenue,Colin,Jones,33,Son,Single,Male,Sports development officer,None,Christian
7,Gibbs Avenue,Charlotte,Shaw,64,Head,Divorced,Female,Visual merchandiser,None,Christian
7,Gibbs Avenue,Jean,Shaw,40,Daughter,Single,Female,"Geologist, engineering",None,Christian
8,Gibbs Avenue,Graeme,Bray,35,Head,Married,Male,Electronics engineer,None,Catholic
8,Gibbs Avenue,Annette,Bray-Cox,37,Wife,Married,Female,"Embryologist, clinical",None,None
8,Gibbs Avenue,Lee,Bray-Cox,8,Son,NA,Male,Student,None,NA
9,Gibbs Avenue,Charlotte,Smith,72,Head,Married,Female,"Retired Therapist, sports",None,Christian
9,Gibbs Avenue,Michael,Smith,72,Husband,Married,Male,Retired Audiological scientist,None,Christian
9,Gibbs Avenue,Leanne,Smith,30,Daughter,Single,Female,Toxicologist,None,None
9,Gibbs Avenue,Roger,Smith,28,Son,Single,Male,"Engineer, chemical",None,Christian
10,Gibbs Avenue,Lucy,Smith,59,Head,Married,Female,Energy engineer,None,None
10,Gibbs Avenue,Marcus,Smith,62,Husband,Married,Male,Holiday representative,None,None
10,Gibbs Avenue,Abigail,Smith,33,Daughter,Divorced,Female,"Designer, exhibition/display",None,None
10,Gibbs Avenue,Jennifer,Smith,29,Daughter,Single,Female,Public affairs consultant,None,None
10,Gibbs Avenue,Paula,Smith,22,Daughter,Single,Female,University Student,None,None
10,Gibbs Avenue,Harriet,Smith,18,Daughter,Single,Female,Student,None,None
